>YA2_8
3	500	-	3	1.274279	I:	D:
497	1444	-	2	1.320322	I:	D:
1454	2374	-	2	1.321610	I:	D:
2455	4080	-	1	1.283945	I:	D:
4372	5325	+	1	1.249672	I:	D:
5536	6282	+	1	1.276030	I:	D:
6363	6752	+	3	1.259749	I:	D:
7065	7556	+	3	1.242981	I:	D:
7611	7982	+	3	1.201039	I:	D:
8279	9412	+	2	1.264178	I:	D:
>YA2_14
3	293	+	3	1.277002	I:	D:
434	1570	+	2	1.284706	I:	D:
1645	2700	-	1	1.305925	I:	D:
2687	3403	-	2	1.326752	I:	D:
3498	4010	-	3	1.264512	I:	D:
4007	4255	-	2	1.286095	I:	D:
4390	4977	+	1	1.291361	I:	D:
5015	5161	+	2	1.260851	I:	D:
5229	5807	-	3	1.260725	I:	D:
5817	6839	-	3	1.291114	I:	D:
6843	7973	-	3	1.315032	I:	D:
7975	8424	-	1	1.295074	I:	D:
8502	9371	-	3	1.280208	I:	D:
>YA2_19
1	192	-	1	1.247983	I:	D:
275	1654	-	2	1.317484	I:	D:
1681	2703	-	1	1.269473	I:	D:
2963	3511	+	2	1.248420	I:	D:
3547	4809	+	1	1.311041	I:	D:
4884	5492	+	3	1.275296	I:	D:
5554	6798	+	1	1.287160	I:	D:
6863	7486	+	2	1.284296	I:	D:
7526	8407	+	2	1.297494	I:	D:
8409	9341	+	3	1.281541	I:	D:
>YA2_37
3	218	+	3	1.230469	I:	D:
278	1234	+	2	1.279772	I:	D:
1234	2571	+	1	1.300694	I:	D:
2572	3387	+	1	1.300341	I:	D:
3384	4760	+	3	1.276121	I:	D:
4839	5222	+	3	1.252063	I:	D:
5284	5760	-	1	1.276232	I:	D:
5757	6440	-	3	1.304063	I:	D:
6440	6718	-	2	1.254383	I:	D:
6969	7787	+	3	1.246140	I:	D:
7855	8478	-	1	1.280183	I:	D:
8504	9187	-	2	1.283732	I:	D:
>YA2_77
2	163	+	2	1.268907	I:	D:
223	1206	+	1	1.277671	I:	D:
1352	3112	+	2	1.285192	I:	D:
3112	4842	+	1	1.279142	I:	D:
5095	5562	+	1	1.298911	I:	D:
6406	6978	-	1	1.265590	I:	D:
