>YA2_20
2	910	+	2	1.317571	I:	D:
1029	1682	+	3	1.332861	I:	D:
1710	2402	+	3	1.317070	I:	D:
2389	3666	+	1	1.321233	I:	D:
3695	4561	+	2	1.359844	I:	D:
4598	4930	-	2	1.393162	I:	D:
4920	6035	+	3	1.357818	I:	D:
6063	6665	+	3	1.340294	I:	D:
6711	7262	+	3	1.319766	I:	D:
7607	8449	+	2	1.364591	I:	D:
8491	8844	+	1	1.298388	I:	D:
>YA2_22
3	131	-	3	1.366540	I:	D:
1130	2563	-	2	1.355124	I:	D:
2576	3262	-	2	1.350689	I:	D:
3631	3924	+	1	1.291710	I:	D:
3936	5387	+	3	1.313561	I:	D:
5390	6067	+	2	1.338318	I:	D:
6389	6829	+	2	1.288531	I:	D:
7084	7413	+	1	1.326982	I:	D:
7584	9323	+	3	1.333412	I:	D:
>YA2_55
3	353	-	3	1.349878	I:	D:
938	1867	+	2	1.343796	I:	D:
2049	2969	+	3	1.362508	I:	D:
3650	5836	+	2	1.335863	I:	D:
5971	6114	+	1	1.250970	I:	D:
6241	6369	+	1	1.343388	I:	D:
6372	7052	+	3	1.344935	I:	D:
7247	8185	+	2	1.312956	I:	D:
8403	9032	-	3	1.336323	I:	D:
>YA2_56
2	202	-	2	1.335810	I:	D:
381	3923	-	3	1.323839	I:	D:
4218	5006	+	3	1.341020	I:	D:
5019	5159	+	3	1.329216	I:	D:
5363	6190	+	2	1.338636	I:	D:
6265	6636	+	1	1.355318	I:	D:
6674	7114	+	2	1.371941	I:	D:
7205	8554	+	2	1.328266	I:	D:
8700	9008	+	3	1.314585	I:	D:
>YA2_63
3	638	+	3	1.354845	I:	D:
616	1092	+	1	1.351207	I:	D:
1100	2287	+	2	1.363162	I:	D:
2416	2718	+	1	1.342636	I:	D:
2871	3509	+	3	1.348356	I:	D:
3526	3912	+	1	1.360863	I:	D:
3978	4844	-	3	1.377028	I:	D:
5013	5495	+	3	1.361508	I:	D:
5523	6806	+	3	1.343122	I:	D:
6839	7795	+	2	1.331902	I:	D:
7908	8402	+	3	1.313355	I:	D:
8406	8663	+	3	1.342523	I:	D:
>YA2_98
61	717	+	1	1.360874	I:	D:
779	1408	+	2	1.342151	I:	D:
1484	1624	+	2	1.345209	I:	D:
1753	2724	+	1	1.370597	I:	D:
2741	2908	+	2	1.295036	I:	D:
2938	3330	+	1	1.360987	I:	D:
3239	5371	+	2	1.333707	I:	D:
5346	6491	+	3	1.339017	I:	D:
6809	7150	+	2	1.363828	I:	D:
7155	7505	+	3	1.353958	I:	D:
7536	8483	+	3	1.331233	I:	D:
8495	8671	+	2	1.313958	I:	D:
>YA2_113
2	1528	-	2	1.313667	I:	D:
1528	2409	-	1	1.316702	I:	D:
2567	2716	+	2	1.362243	I:	D:
2734	5355	-	1	1.353250	I:	D:
5458	7272	+	1	1.342572	I:	D:
7374	8522	-	3	1.343302	I:	D:
>YA2_126
1	573	-	1	1.339025	I:	D:
823	1326	-	1	1.347959	I:	D:
1475	2854	-	2	1.341227	I:	D:
2912	3184	-	2	1.338670	I:	D:
3285	4667	+	3	1.314331	I:	D:
4872	5027	+	3	1.379003	I:	D:
5196	5867	-	3	1.333583	I:	D:
5914	6195	+	1	1.364980	I:	D:
6345	8159	+	3	1.319212	I:	D:
8280	8420	+	3	1.374829	I:	D:
>YA2_172
3	209	-	3	1.293435	I:	D:
227	1372	-	2	1.351135	I:	D:
1463	3109	-	2	1.340739	I:	D:
3277	6678	-	1	1.338351	I:	D:
6651	7160	-	3	1.350268	I:	D:
7160	7519	-	2	1.337145	I:	D:
7522	8235	-	1	1.342423	I:	D:
>YA2_173
2	199	+	2	1.250843	I:	D:
250	792	+	1	1.326098	I:	D:
1298	1468	+	2	1.352565	I:	D:
1581	2570	+	3	1.312998	I:	D:
2572	2865	+	1	1.303157	I:	D:
2849	3631	+	2	1.335600	I:	D:
3675	3995	+	3	1.350450	I:	D:
4009	5265	+	1	1.350408	I:	D:
5423	6028	+	2	1.340301	I:	D:
6031	6609	+	1	1.322598	I:	D:
6610	7494	+	1	1.322498	I:	D:
7514	7900	+	2	1.294608	I:	D:
7904	8233	+	2	1.315651	I:	D:
>YA2_203
63	227	+	3	1.347637	I:	D:
486	863	-	3	1.364555	I:	D:
1111	2145	+	1	1.325148	I:	D:
2581	3564	-	1	1.337879	I:	D:
3718	4869	-	1	1.300027	I:	D:
5335	6402	+	1	1.330700	I:	D:
6493	8079	-	1	1.336244	I:	D:
>YA2_221
3	152	-	3	1.330987	I:	D:
165	923	-	3	1.318367	I:	D:
937	1923	-	1	1.336580	I:	D:
1923	2471	-	3	1.341933	I:	D:
2666	3658	-	2	1.338392	I:	D:
3813	5681	-	3	1.317747	I:	D:
5817	6374	-	3	1.337691	I:	D:
6384	7322	-	3	1.328501	I:	D:
7368	7700	-	3	1.341492	I:	D:
7697	7900	-	2	1.333365	I:	D:
>YA2_259
2	295	-	2	1.333669	I:	D:
1038	2378	-	3	1.353180	I:	D:
2472	2882	-	3	1.339110	I:	D:
2918	3712	-	2	1.335583	I:	D:
3859	5487	+	1	1.328738	I:	D:
5517	5708	+	3	1.369437	I:	D:
5999	7597	+	2	1.323777	I:	D:
>YA2_262
2	706	+	2	1.321104	I:	D:
706	1665	+	1	1.348301	I:	D:
1665	2429	+	3	1.323672	I:	D:
2429	3145	+	2	1.310828	I:	D:
3265	4632	+	1	1.344488	I:	D:
5074	5235	-	1	1.297874	I:	D:
5374	6360	+	1	1.335439	I:	D:
6570	6734	-	3	1.345879	I:	D:
7207	7557	-	1	1.335683	I:	D:
>YA2_273
3	635	-	3	1.341423	I:	D:
637	2304	-	1	1.319732	I:	D:
2522	4519	-	2	1.336413	I:	D:
4503	6014	-	3	1.349489	I:	D:
6179	7390	-	2	1.302859	I:	D:
7414	7605	-	1	1.276310	I:	D:
>YA2_306
1	264	-	1	1.417590	I:	D:
377	991	-	2	1.361202	I:	D:
1224	2126	+	3	1.320554	I:	D:
2175	2831	-	3	1.362317	I:	D:
2901	3857	-	3	1.304316	I:	D:
3857	7399	-	2	1.323031	I:	D:
>YA2_307
445	786	-	1	1.354641	I:	D:
779	1492	-	2	1.343413	I:	D:
1774	3744	+	1	1.345305	I:	D:
4027	4182	-	1	1.360421	I:	D:
4166	5077	-	2	1.351304	I:	D:
5572	6660	-	1	1.311759	I:	D:
6668	6847	-	2	1.318796	I:	D:
6940	7260	-	1	1.379211	I:	D:
>YA2_311
3	770	-	3	1.361815	I:	D:
1077	1943	+	3	1.321372	I:	D:
1944	2525	+	3	1.342102	I:	D:
2813	6013	-	2	1.350385	I:	D:
6123	6644	+	3	1.334101	I:	D:
6656	7099	+	2	1.372614	I:	D:
7182	7310	-	3	1.269506	I:	D:
>YA2_323
3	872	+	3	1.307764	I:	D:
895	2652	+	1	1.334521	I:	D:
2645	3772	+	2	1.341244	I:	D:
3772	4887	+	1	1.328372	I:	D:
5145	6074	+	3	1.341250	I:	D:
6096	6491	+	3	1.359866	I:	D:
6625	7383	+	1	1.329466	I:	D:
>YA2_330
1	2160	-	1	1.325113	I:	D:
2327	3019	-	2	1.330599	I:	D:
3016	3825	-	1	1.340756	I:	D:
3983	4957	+	2	1.361706	I:	D:
5002	5766	-	1	1.333107	I:	D:
5763	6509	-	3	1.327713	I:	D:
6558	7358	-	3	1.333652	I:	D:
>YA2_349
69	245	-	3	1.341780	I:	D:
439	798	+	1	1.365431	I:	D:
812	2383	-	2	1.321741	I:	D:
2529	2960	-	3	1.292339	I:	D:
3002	3178	-	2	1.325379	I:	D:
3332	3688	-	2	1.320045	I:	D:
3759	3893	+	3	1.280415	I:	D:
3982	4404	+	1	1.346595	I:	D:
4539	5084	-	3	1.339936	I:	D:
5086	5529	-	1	1.304727	I:	D:
5526	7286	-	3	1.318852	I:	D:
>YA2_367
31	240	+	1	1.316842	I:	D:
384	1073	+	3	1.339226	I:	D:
1283	1450	+	2	1.329724	I:	D:
1851	2108	+	3	1.329573	I:	D:
2136	3194	+	3	1.333265	I:	D:
3218	4066	+	2	1.353596	I:	D:
4285	5217	+	1	1.363047	I:	D:
5471	6652	+	2	1.355231	I:	D:
6652	7224	+	1	1.358894	I:	D:
>YA2_393
98	985	+	2	1.340413	I:	D:
1109	1735	-	2	1.332708	I:	D:
1782	2210	-	3	1.334514	I:	D:
2360	3868	-	2	1.349671	I:	D:
4166	5671	-	2	1.342070	I:	D:
5994	6518	-	3	1.346104	I:	D:
6553	6684	+	1	1.364793	I:	D:
6686	7105	-	2	1.294426	I:	D:
>YA2_406
2	520	+	2	1.333642	I:	D:
532	1683	+	1	1.322860	I:	D:
1776	2000	+	3	1.372283	I:	D:
2006	2386	+	2	1.338689	I:	D:
2429	3091	+	2	1.334777	I:	D:
3230	3481	+	2	1.302074	I:	D:
3522	4016	+	3	1.291538	I:	D:
4019	4564	+	2	1.310253	I:	D:
4580	6112	+	2	1.306166	I:	D:
6118	7005	+	1	1.313585	I:	D:
>YA2_407
3	1517	+	3	1.336869	I:	D:
1722	1931	-	3	1.335171	I:	D:
2066	2854	-	2	1.341434	I:	D:
3064	3639	+	1	1.312430	I:	D:
3788	3982	-	2	1.354096	I:	D:
4084	4668	+	1	1.361324	I:	D:
4894	5517	-	1	1.325571	I:	D:
5637	6860	+	3	1.334709	I:	D:
>YA2_411
178	987	+	1	1.318836	I:	D:
974	1837	+	2	1.327360	I:	D:
1873	2763	+	1	1.338623	I:	D:
2744	3691	+	2	1.333775	I:	D:
3786	5174	+	3	1.322970	I:	D:
5229	6404	+	3	1.307799	I:	D:
6434	7036	+	2	1.324852	I:	D:
>YA2_427
44	1402	+	2	1.317988	I:	D:
1761	2537	-	3	1.309287	I:	D:
2638	3258	+	1	1.331251	I:	D:
3603	5516	-	3	1.326250	I:	D:
5535	6830	-	3	1.345299	I:	D:
>YA2_436
2	2530	+	2	1.341713	I:	D:
2626	3351	+	1	1.375217	I:	D:
3375	3980	+	3	1.344864	I:	D:
4369	5265	+	1	1.358188	I:	D:
5276	5593	+	2	1.340705	I:	D:
5590	6297	+	1	1.346683	I:	D:
6400	6933	+	1	1.332222	I:	D:
>YA2_446
2	721	-	2	1.331399	I:	D:
724	1794	-	1	1.315715	I:	D:
1962	2207	-	3	1.316828	I:	D:
2470	2694	-	1	1.316411	I:	D:
2949	3677	-	3	1.335680	I:	D:
3779	4882	-	2	1.332343	I:	D:
4930	5808	-	1	1.337616	I:	D:
6043	6918	-	1	1.355282	I:	D:
>YA2_448
2	1189	-	2	1.315232	I:	D:
1464	2600	-	3	1.325010	I:	D:
2701	3090	-	1	1.331851	I:	D:
3427	4641	-	1	1.343497	I:	D:
4638	5354	-	3	1.334810	I:	D:
5357	6466	-	2	1.322401	I:	D:
6649	6906	-	1	1.332425	I:	D:
>YA2_456
508	1782	-	1	1.349310	I:	D:
1798	2364	-	1	1.365602	I:	D:
2421	2666	+	3	1.377739	I:	D:
3398	4090	-	2	1.342753	I:	D:
4117	4734	-	1	1.335890	I:	D:
4917	5102	-	3	1.360425	I:	D:
5137	6600	-	1	1.338262	I:	D:
>YA2_458
1	567	-	1	1.291629	I:	D:
879	2042	+	3	1.343301	I:	D:
2102	3409	-	2	1.329522	I:	D:
3543	6569	-	3	1.322950	I:	D:
6556	6873	-	1	1.305635	I:	D:
>YA2_535
105	662	-	3	1.313840	I:	D:
807	1307	+	3	1.376552	I:	D:
1481	3064	+	2	1.345494	I:	D:
3265	3441	+	1	1.276836	I:	D:
3506	4276	+	2	1.353870	I:	D:
4468	6180	+	1	1.307414	I:	D:
6193	6432	+	1	1.334446	I:	D:
>YA2_547
2	265	-	2	1.344993	I:	D:
519	1442	-	3	1.353376	I:	D:
1380	1910	+	3	1.374414	I:	D:
2002	2736	-	1	1.353341	I:	D:
2733	3695	-	3	1.343370	I:	D:
3756	3884	-	3	1.317333	I:	D:
4239	5021	-	3	1.336094	I:	D:
5296	6555	-	1	1.337562	I:	D:
>YA2_553
2	373	-	2	1.328826	I:	D:
570	836	-	3	1.266131	I:	D:
838	1269	-	1	1.338124	I:	D:
1272	1538	-	3	1.299635	I:	D:
1551	3179	-	3	1.302118	I:	D:
3197	4162	-	2	1.324825	I:	D:
4401	5180	-	3	1.337236	I:	D:
5273	6118	-	2	1.340039	I:	D:
6222	6374	+	3	1.372671	I:	D:
6408	6536	-	3	1.386182	I:	D:
>YA2_564
3	611	+	3	1.333943	I:	D:
827	2047	+	2	1.340470	I:	D:
2302	2706	-	1	1.318506	I:	D:
2892	3929	+	3	1.340410	I:	D:
3926	4819	+	2	1.337658	I:	D:
4822	5559	+	1	1.346129	I:	D:
5963	6151	-	2	1.371353	I:	D:
6252	6449	+	3	1.402882	I:	D:
>YA2_567
3	959	+	3	1.362226	I:	D:
1043	2263	-	2	1.352640	I:	D:
2379	2999	+	3	1.335406	I:	D:
3076	3729	-	1	1.325002	I:	D:
