>Y5.M022_1
3	1895	-	3	1.286345	I:	D:
2242	2799	+	1	1.406863	I:	D:
>Y5.M022_2
1	705	+	1	1.281158	I:	D:
805	1119	+	1	1.335590	I:	D:
1185	1646	-	3	1.319479	I:	D:
1652	1924	-	2	1.249061	I:	D:
2016	2459	-	3	1.278925	I:	D:
2487	3545	+	3	1.258077	I:	D:
3566	3901	+	2	1.228059	I:	D:
4134	4535	-	3	1.196765	I:	D:
5260	5523	+	1	1.263716	I:	D:
6236	7099	+	2	1.201498	I:	D:
7442	7681	+	2	1.292418	I:	D:
>Y5.M022_3
3	788	+	3	1.366635	I:	D:
831	2192	+	3	1.335573	I:	D:
2219	3202	+	2	1.346263	I:	D:
3205	4233	+	1	1.257032	I:	D:
4248	5228	+	3	1.272320	I:	D:
5251	6363	+	1	1.270996	I:	D:
6446	7384	+	2	1.248008	I:	D:
7418	7852	+	2	1.289133	I:	D:
7839	10556	+	3	1.253941	I:	D:
>Y5.M022_4
3	1799	-	3	1.203244	I:	D:
1968	2345	+	3	1.194726	I:	D:
2386	3171	+	1	1.237868	I:	D:
3304	6366	-	1	1.255817	I:	D:
6427	6972	-	1	1.283480	I:	D:
7811	8374	-	2	1.217078	I:	D:
8548	9807	-	1	1.230335	I:	D:
9800	10885	-	2	1.247792	I:	D:
10873	12048	-	1	1.263378	I:	D:
12068	12670	-	2	1.230200	I:	D:
12750	14522	-	3	1.227206	I:	D:
14680	15162	-	1	1.189483	I:	D:
15369	15842	+	3	1.180441	I:	D:
15923	16090	-	2	1.142192	I:	D:
16312	16551	-	1	1.193115	I:	D:
>Y5.M022_5
1	165	+	1	1.158270	I:	D:
232	1287	-	1	1.256785	I:	D:
1556	2506	-	2	1.266087	I:	D:
2570	3958	-	2	1.243352	I:	D:
4262	4540	-	2	1.224757	I:	D:
4687	5520	-	1	1.229004	I:	D:
5753	7105	+	2	1.229824	I:	D:
7229	8035	-	2	1.261608	I:	D:
8089	9063	-	1	1.251311	I:	D:
9376	10776	-	1	1.209064	I:	D:
10841	11707	-	2	1.236922	I:	D:
11709	12257	-	3	1.246976	I:	D:
12651	13985	-	3	1.197239	I:	D:
13987	14499	-	1	1.224434	I:	D:
14684	15454	-	2	1.230518	I:	D:
15467	16147	-	2	1.235735	I:	D:
>Y5.M022_6
1	312	+	1	1.314222	I:	D:
407	1048	+	2	1.259808	I:	D:
1237	2172	-	1	1.203421	I:	D:
2299	3321	+	1	1.235989	I:	D:
3410	4267	-	2	1.261460	I:	D:
4467	4637	-	3	1.205249	I:	D:
4634	5032	-	2	1.223072	I:	D:
5280	6344	-	3	1.220018	I:	D:
6971	9751	-	2	1.235763	I:	D:
10370	11185	+	2	1.223786	I:	D:
11215	12219	-	1	1.221667	I:	D:
12222	12971	-	3	1.239933	I:	D:
12988	15522	-	1	1.223748	I:	D:
15522	15965	-	3	1.258256	I:	D:
>Y5.M022_7
1	2691	+	1	1.230935	I:	D:
2733	3644	+	3	1.213338	I:	D:
4240	6330	+	1	1.230016	I:	D:
6342	6965	+	3	1.187993	I:	D:
7030	8265	+	1	1.267617	I:	D:
8513	9133	+	2	1.200801	I:	D:
9306	10196	+	3	1.313185	I:	D:
10169	11875	+	2	1.273398	I:	D:
11899	12888	+	1	1.311418	I:	D:
13278	15704	+	3	1.214996	I:	D:
>Y5.M022_8
352	1200	+	1	1.176212	I:	D:
1295	2431	+	2	1.248975	I:	D:
2435	3901	+	2	1.264650	I:	D:
3973	4962	+	1	1.216964	I:	D:
5186	5383	+	2	1.273414	I:	D:
5617	8391	+	1	1.253347	I:	D:
8580	9953	+	3	1.280008	I:	D:
10061	10633	-	2	1.244117	I:	D:
10811	12919	+	2	1.269644	I:	D:
12982	14937	+	1	1.201716	I:	D:
15092	15496	+	2	1.223615	I:	D:
>Y5.M022_9
96	854	-	3	1.277323	I:	D:
871	1794	-	1	1.289654	I:	D:
1915	2610	-	1	1.244763	I:	D:
2953	4215	+	1	1.228896	I:	D:
4481	5287	+	2	1.228567	I:	D:
5429	7102	+	2	1.264982	I:	D:
7203	7910	-	3	1.237367	I:	D:
8020	8304	-	1	1.173047	I:	D:
8499	9833	+	3	1.280743	I:	D:
9943	10281	+	1	1.250833	I:	D:
10412	10969	+	2	1.173429	I:	D:
11066	11833	+	2	1.265684	I:	D:
11904	12614	+	3	1.284560	I:	D:
12761	13297	+	2	1.189435	I:	D:
13505	15121	+	2	1.242776	I:	D:
15276	15482	+	3	1.313314	I:	D:
>Y5.M022_10
2	460	-	2	1.249631	I:	D:
648	1829	+	3	1.305157	I:	D:
1877	2881	+	2	1.272036	I:	D:
3279	4637	-	3	1.179204	I:	D:
5020	6153	-	1	1.182579	I:	D:
6138	7745	-	3	1.167450	I:	D:
7829	12163	-	2	1.184101	I:	D:
12209	12373	-	2	1.228462	I:	D:
13017	13586	+	3	1.326148	I:	D:
13821	14918	-	3	1.213206	I:	D:
14987	15436	-	2	1.242452	I:	D:
>Y5.M022_11
2	751	-	2	1.251413	I:	D:
848	1687	-	2	1.223363	I:	D:
1772	3565	-	2	1.251958	I:	D:
3673	4542	-	1	1.248229	I:	D:
4632	5687	-	3	1.272356	I:	D:
5842	7272	-	1	1.263895	I:	D:
7866	8564	+	3	1.238399	I:	D:
8672	10495	-	2	1.250334	I:	D:
10663	12831	-	1	1.242003	I:	D:
13050	13706	-	3	1.275515	I:	D:
13863	14324	-	3	1.250777	I:	D:
14534	15349	-	2	1.255859	I:	D:
>Y5.M022_12
2	337	-	2	1.259382	I:	D:
393	2483	-	3	1.246012	I:	D:
2706	3578	-	3	1.189818	I:	D:
3589	4257	-	1	1.221282	I:	D:
