>Y7.M049_1
303	1280	+	3	1.352549	I:	D:
1305	1991	+	3	1.347862	I:	D:
1975	2397	+	1	1.349235	I:	D:
2394	2858	+	3	1.304050	I:	D:
2874	3617	+	3	1.333568	I:	D:
3617	4444	+	2	1.332818	I:	D:
4694	4951	+	2	1.305054	I:	D:
4987	6606	+	1	1.332352	I:	D:
6774	7541	-	3	1.338983	I:	D:
7925	10591	+	2	1.312831	I:	D:
10816	11832	+	1	1.309828	I:	D:
11866	13155	-	1	1.327380	I:	D:
13152	13973	-	3	1.336545	I:	D:
14044	14271	-	1	1.404976	I:	D:
14354	14875	+	2	1.316572	I:	D:
15069	15539	+	3	1.330844	I:	D:
15740	16981	+	2	1.302108	I:	D:
17152	17562	-	1	1.308093	I:	D:
17818	19974	+	1	1.312152	I:	D:
19964	20389	+	2	1.324766	I:	D:
20389	21135	+	1	1.335762	I:	D:
21145	21687	+	1	1.332869	I:	D:
21853	22047	-	1	1.387091	I:	D:
>Y7.M049_2
1	810	+	1	1.353846	I:	D:
828	1904	+	3	1.345132	I:	D:
1940	3685	+	2	1.344730	I:	D:
3716	4789	+	2	1.365695	I:	D:
4786	6780	+	1	1.348590	I:	D:
6805	7089	-	1	1.362046	I:	D:
7225	7590	-	1	1.339593	I:	D:
8899	9429	+	1	1.324098	I:	D:
9513	11333	+	3	1.311268	I:	D:
11349	12560	+	3	1.321688	I:	D:
12550	13245	+	1	1.328874	I:	D:
13260	14510	+	3	1.322888	I:	D:
14507	15820	+	2	1.307979	I:	D:
15822	16904	+	3	1.314698	I:	D:
16914	17486	+	3	1.330617	I:	D:
17509	18327	+	1	1.312824	I:	D:
18314	19255	+	2	1.309035	I:	D:
19266	20339	+	3	1.294331	I:	D:
20342	21421	+	2	1.308125	I:	D:
>Y7.M049_3
1	144	+	1	1.271000	I:	D:
437	835	-	2	1.351564	I:	D:
930	1238	+	3	1.392455	I:	D:
1453	1854	+	1	1.293250	I:	D:
1927	3204	-	1	1.351647	I:	D:
>Y7.M049_4
379	1656	+	1	1.352846	I:	D:
1850	3073	+	2	1.358620	I:	D:
3070	4020	+	1	1.374487	I:	D:
4013	5053	+	2	1.345466	I:	D:
5204	5416	+	2	1.337152	I:	D:
5432	6184	+	2	1.326974	I:	D:
6273	6425	-	3	1.390007	I:	D:
6469	6780	-	1	1.390121	I:	D:
6783	7187	-	3	1.359870	I:	D:
7434	8618	+	3	1.332270	I:	D:
8780	10015	+	2	1.325993	I:	D:
10050	11183	+	3	1.314802	I:	D:
>Y7.M049_5
3	473	+	3	1.300560	I:	D:
769	1215	-	1	1.335111	I:	D:
1229	2239	-	2	1.344588	I:	D:
2472	3785	+	3	1.359339	I:	D:
4160	4528	+	2	1.348551	I:	D:
4565	5380	+	2	1.342924	I:	D:
5442	5576	+	3	1.390676	I:	D:
5590	6258	+	1	1.331089	I:	D:
6542	7360	+	2	1.342349	I:	D:
>Y7.M049_6
2	808	+	2	1.336358	I:	D:
868	1530	+	1	1.327866	I:	D:
1579	2469	+	1	1.333354	I:	D:
2494	2913	+	1	1.330498	I:	D:
2926	3405	+	1	1.324066	I:	D:
3772	4896	+	1	1.329591	I:	D:
4900	5166	+	1	1.304936	I:	D:
5307	5948	+	3	1.316286	I:	D:
5990	7486	+	2	1.329778	I:	D:
7523	10126	+	2	1.325729	I:	D:
10159	11103	+	1	1.354445	I:	D:
11126	11479	+	2	1.322583	I:	D:
11476	11934	+	1	1.362757	I:	D:
11931	12617	+	3	1.358868	I:	D:
12599	13441	+	2	1.313904	I:	D:
13457	13762	+	2	1.327808	I:	D:
13759	14025	+	1	1.295627	I:	D:
14043	15371	+	3	1.337842	I:	D:
15373	15921	+	1	1.315166	I:	D:
15989	16663	+	2	1.321997	I:	D:
16689	17030	+	3	1.307971	I:	D:
17005	17385	+	1	1.321353	I:	D:
17421	19145	+	3	1.326711	I:	D:
19147	19797	+	1	1.333936	I:	D:
19849	20136	+	1	1.329684	I:	D:
20223	21329	+	3	1.334623	I:	D:
>Y7.M049_7
3	1958	+	3	1.320444	I:	D:
1963	2781	+	1	1.315666	I:	D:
3197	4564	-	2	1.333415	I:	D:
4863	9731	+	3	1.334415	I:	D:
9728	10756	+	2	1.343829	I:	D:
10802	11917	+	2	1.345132	I:	D:
11910	13298	+	3	1.312563	I:	D:
>Y7.M049_8
2	2563	+	2	1.314492	I:	D:
2667	3455	+	3	1.313862	I:	D:
4255	4440	+	1	1.371992	I:	D:
4718	4936	-	2	1.360500	I:	D:
5297	6166	-	2	1.361892	I:	D:
4421	6724	+	2	1.325704	I:	D:
6742	9369	+	1	1.313710	I:	D:
>Y7.M049_9
3	1280	-	3	1.319336	I:	D:
1053	1268	+	3	1.300194	I:	D:
1273	1629	-	1	1.326591	I:	D:
2099	3526	-	2	1.328627	I:	D:
3635	5203	-	2	1.346663	I:	D:
5469	6104	+	3	1.335857	I:	D:
>Y7.M049_10
1	504	-	1	1.327349	I:	D:
507	1298	-	3	1.332973	I:	D:
1316	2131	-	2	1.325653	I:	D:
2124	3197	-	3	1.311701	I:	D:
3227	3784	-	2	1.334909	I:	D:
3951	4082	-	3	1.318458	I:	D:
4163	5518	+	2	1.345841	I:	D:
>Y7.M049_11
1	561	+	1	1.311758	I:	D:
655	1386	+	1	1.316987	I:	D:
1404	1547	+	3	1.343295	I:	D:
1567	2073	+	1	1.325729	I:	D:
2066	2704	+	2	1.322228	I:	D:
2707	3564	+	1	1.323565	I:	D:
3675	4082	-	3	1.329660	I:	D:
4251	4946	+	3	1.326501	I:	D:
4999	5439	+	1	1.333427	I:	D:
>Y7.M049_12
2	1567	+	2	1.325518	I:	D:
1640	2893	+	2	1.323435	I:	D:
2896	3312	+	1	1.322445	I:	D:
3456	3968	+	3	1.334014	I:	D:
4250	4762	+	2	1.334850	I:	D:
5044	5202	+	1	1.331037	I:	D:
>Y7.M049_13
1	366	+	1	1.334470	I:	D:
855	2588	-	3	1.307226	I:	D:
2674	3855	-	1	1.300227	I:	D:
>Y7.M049_14
140	2014	-	2	1.308750	I:	D:
2048	2596	-	2	1.279698	I:	D:
2589	3650	-	3	1.327397	I:	D:
3742	4032	-	1	1.305400	I:	D:
>Y7.M049_15
1	5118	-	1	1.324665	I:	D:
5353	6036	+	1	1.316396	I:	D:
6100	9624	-	1	1.320825	I:	D:
9634	11106	-	1	1.322242	I:	D:
11119	11544	-	1	1.303230	I:	D:
11618	12067	-	2	1.302432	I:	D:
>Y7.M049_16
181	8457	-	1	1.319726	I:	D:
8465	9193	-	2	1.323987	I:	D:
9582	11195	-	3	1.335190	I:	D:
11335	11487	+	1	1.356812	I:	D:
11811	11981	-	3	1.353586	I:	D:
>Y7.M049_17
148	663	-	1	1.350368	I:	D:
677	2857	-	2	1.321705	I:	D:
2854	5385	-	1	1.311028	I:	D:
5478	6212	-	3	1.331055	I:	D:
6278	7570	-	2	1.324415	I:	D:
7575	9209	-	3	1.320308	I:	D:
9206	10162	-	2	1.326748	I:	D:
>Y7.M049_18
3	1139	-	3	1.329553	I:	D:
1167	2063	-	3	1.294647	I:	D:
2100	2294	-	3	1.287927	I:	D:
2300	3532	-	2	1.310086	I:	D:
3523	4707	-	1	1.330510	I:	D:
4710	5129	-	3	1.299321	I:	D:
5146	5529	-	1	1.317272	I:	D:
5580	6203	-	3	1.287818	I:	D:
6193	6606	-	1	1.280495	I:	D:
6914	7714	-	2	1.320990	I:	D:
>Y7.M049_19
886	1314	+	1	1.345301	I:	D:
1308	1628	+	3	1.323857	I:	D:
1661	2554	+	2	1.345068	I:	D:
2750	4471	-	2	1.324540	I:	D:
4465	5532	-	1	1.331577	I:	D:
>Y7.M049_20
2	997	+	2	1.310438	I:	D:
1378	3042	+	1	1.319343	I:	D:
3342	3617	-	3	1.282779	I:	D:
3653	4477	-	2	1.319312	I:	D:
>Y7.M049_21
3	413	+	3	1.324434	I:	D:
413	973	+	2	1.326201	I:	D:
1029	2297	+	3	1.330026	I:	D:
2323	3249	+	1	1.328680	I:	D:
3263	3640	+	2	1.319616	I:	D:
>Y7.M049_22
191	400	+	2	1.303402	I:	D:
500	1858	-	2	1.316326	I:	D:
1879	2142	-	1	1.304414	I:	D:
>Y7.M049_23
210	1151	-	3	1.380849	I:	D:
1105	1926	-	1	1.353449	I:	D:
1919	2377	-	2	1.324345	I:	D:
2450	2650	-	2	1.333737	I:	D:
2778	3086	+	3	1.380718	I:	D:
3344	4651	-	2	1.300189	I:	D:
4670	5542	-	2	1.333623	I:	D:
5568	6110	-	3	1.317004	I:	D:
>Y7.M049_24
2	223	+	2	1.306738	I:	D:
612	1742	-	3	1.320182	I:	D:
1732	2190	-	1	1.280777	I:	D:
2195	3433	-	2	1.323384	I:	D:
3506	3961	-	2	1.334394	I:	D:
4078	4404	-	1	1.280670	I:	D:
4565	5833	+	2	1.319046	I:	D:
6330	7985	-	3	1.317689	I:	D:
7978	8655	-	1	1.318021	I:	D:
8652	9323	-	3	1.297254	I:	D:
9325	10074	-	1	1.333620	I:	D:
10081	10947	-	1	1.334011	I:	D:
10944	11795	-	3	1.353090	I:	D:
11818	12486	-	1	1.311745	I:	D:
>Y7.M049_25
3	227	-	3	1.324383	I:	D:
277	891	-	1	1.295329	I:	D:
895	1749	-	1	1.306823	I:	D:
1792	2946	-	1	1.314357	I:	D:
3119	4387	+	2	1.350925	I:	D:
4415	4582	+	2	1.355565	I:	D:
4737	4988	-	3	1.315271	I:	D:
5048	5485	-	2	1.310110	I:	D:
5504	6895	-	2	1.316360	I:	D:
6905	7771	-	2	1.321684	I:	D:
7808	9325	-	2	1.319340	I:	D:
9338	9877	-	2	1.327722	I:	D:
9865	10377	-	1	1.324851	I:	D:
10436	10702	-	2	1.319309	I:	D:
10722	11453	-	3	1.333398	I:	D:
11456	11914	-	2	1.336257	I:	D:
12124	12429	-	1	1.325261	I:	D:
>Y7.M049_26
108	1067	-	3	1.324208	I:	D:
1139	2188	-	2	1.339923	I:	D:
2937	6446	-	3	1.318450	I:	D:
6462	8213	-	3	1.322858	I:	D:
8225	8743	-	2	1.320456	I:	D:
9096	10157	-	3	1.325468	I:	D:
10188	10715	-	3	1.335523	I:	D:
>Y7.M049_27
2	1237	-	2	1.340913	I:	D:
1250	2623	-	2	1.305286	I:	D:
2780	3382	+	2	1.341495	I:	D:
3379	4206	+	1	1.323304	I:	D:
4347	4676	+	3	1.357124	I:	D:
4693	6231	+	1	1.343052	I:	D:
6221	7099	+	2	1.343508	I:	D:
7159	9216	+	1	1.329007	I:	D:
9248	9787	+	2	1.311487	I:	D:
>Y7.M049_28
2	883	-	2	1.355733	I:	D:
1010	1981	-	2	1.335354	I:	D:
1962	2816	-	3	1.317457	I:	D:
2926	3333	-	1	1.326714	I:	D:
3370	3786	-	1	1.352313	I:	D:
3798	5345	-	3	1.318843	I:	D:
5583	6842	-	3	1.303120	I:	D:
6903	8459	-	3	1.306170	I:	D:
8491	9597	-	1	1.282675	I:	D:
>Y7.M049_29
1	558	+	1	1.304191	I:	D:
548	1357	+	2	1.314181	I:	D:
1391	2581	+	2	1.311921	I:	D:
2711	5428	+	2	1.315897	I:	D:
5438	7351	+	2	1.326231	I:	D:
7364	8293	+	2	1.332408	I:	D:
8272	8562	+	1	1.344219	I:	D:
>Y7.M049_30
2	352	-	2	1.312383	I:	D:
472	3396	-	1	1.330814	I:	D:
3407	4033	-	2	1.341466	I:	D:
4095	5456	-	3	1.321255	I:	D:
5461	6954	-	1	1.328687	I:	D:
6971	7414	-	2	1.344503	I:	D:
7419	8018	-	3	1.334387	I:	D:
>Y7.M049_31
3	374	-	3	1.311804	I:	D:
646	1962	-	1	1.298629	I:	D:
1981	3156	-	1	1.320318	I:	D:
3190	3903	-	1	1.329324	I:	D:
3910	5328	-	1	1.321147	I:	D:
5328	5939	-	3	1.287317	I:	D:
5963	7006	-	2	1.294584	I:	D:
7018	7473	-	1	1.288595	I:	D:
>Y7.M049_32
2	154	+	2	1.322167	I:	D:
279	1250	+	3	1.328066	I:	D:
1150	1878	+	1	1.324727	I:	D:
1871	2674	+	2	1.326881	I:	D:
2687	3763	+	2	1.306318	I:	D:
3869	5359	-	2	1.323971	I:	D:
5667	6668	+	3	1.328880	I:	D:
>Y7.M049_33
76	2544	-	1	1.308432	I:	D:
2558	2902	-	2	1.294679	I:	D:
2899	4089	-	1	1.333617	I:	D:
4145	5905	-	2	1.307300	I:	D:
5908	6408	-	1	1.303316	I:	D:
>Y7.M049_34
154	909	+	1	1.318828	I:	D:
927	1571	+	3	1.313775	I:	D:
1579	2349	-	1	1.334524	I:	D:
2380	3084	+	1	1.321826	I:	D:
3101	3658	+	2	1.315057	I:	D:
3722	4444	+	2	1.320100	I:	D:
4448	5239	+	2	1.323724	I:	D:
5246	6313	+	2	1.331743	I:	D:
>Y7.M049_35
3	368	-	3	1.311148	I:	D:
451	1497	-	1	1.332581	I:	D:
1512	2063	-	3	1.344236	I:	D:
2097	5210	-	3	1.314809	I:	D:
>Y7.M049_36
3	308	-	3	1.295004	I:	D:
468	3191	+	3	1.311047	I:	D:
3291	3539	+	3	1.351090	I:	D:
3697	4125	+	1	1.315674	I:	D:
4224	4622	+	3	1.301327	I:	D:
4711	5112	+	1	1.303778	I:	D:
>Y7.M049_37
2	772	+	2	1.347261	I:	D:
862	1062	+	1	1.383976	I:	D:
1281	3248	-	3	1.318549	I:	D:
3314	3574	-	2	1.298109	I:	D:
3761	4759	-	2	1.320189	I:	D:
>Y7.M049_38
2	685	-	2	1.300083	I:	D:
688	1872	-	1	1.322555	I:	D:
2007	3032	-	3	1.324294	I:	D:
3135	3779	-	3	1.321482	I:	D:
>Y7.M049_39
3	419	+	3	1.358225	I:	D:
423	2084	+	3	1.317697	I:	D:
2097	2609	+	3	1.327696	I:	D:
>Y7.M049_40
207	629	+	3	1.358697	I:	D:
747	1667	+	3	1.334973	I:	D:
1834	2493	-	1	1.314699	I:	D:
2561	3067	-	2	1.319915	I:	D:
3080	3727	-	2	1.324587	I:	D:
3867	4262	-	3	1.371310	I:	D:
4282	4986	-	1	1.361617	I:	D:
>Y7.M049_41
3	908	-	3	1.326970	I:	D:
994	1464	-	1	1.335642	I:	D:
1576	2586	+	1	1.310697	I:	D:
2588	3094	+	2	1.297634	I:	D:
>Y7.M049_42
170	2140	+	2	1.331769	I:	D:
2133	2834	+	3	1.338182	I:	D:
3179	4624	+	2	1.339534	I:	D:
4654	6318	+	1	1.346621	I:	D:
6687	7031	+	3	1.312339	I:	D:
7042	7521	+	1	1.330114	I:	D:
7895	8416	+	2	1.341392	I:	D:
8441	9415	+	2	1.326162	I:	D:
9432	10856	+	3	1.336645	I:	D:
11043	12518	+	3	1.327976	I:	D:
12676	14175	+	1	1.341216	I:	D:
14323	15339	+	1	1.342096	I:	D:
15340	16563	+	1	1.317315	I:	D:
16587	17072	+	3	1.323617	I:	D:
17126	18220	+	2	1.343174	I:	D:
18238	19071	+	1	1.337241	I:	D:
19261	20154	+	1	1.336569	I:	D:
20222	21157	+	2	1.351177	I:	D:
>Y7.M049_43
1	831	-	1	1.330832	I:	D:
1330	1494	+	1	1.351599	I:	D:
1651	2022	-	1	1.295238	I:	D:
2138	2317	-	2	1.337558	I:	D:
2720	3571	+	2	1.357819	I:	D:
3579	3803	+	3	1.357168	I:	D:
4243	4914	-	1	1.315996	I:	D:
4911	5216	-	3	1.307008	I:	D:
