>Y8.M007_1
114	1046	-	3	1.345829	I:	D:
1033	2655	-	1	1.349261	I:	D:
2786	2917	+	2	1.323882	I:	D:
2992	3399	-	1	1.318889	I:	D:
3427	3888	-	1	1.326947	I:	D:
4411	4920	-	1	1.363704	I:	D:
5272	7566	-	1	1.306834	I:	D:
7714	8919	-	1	1.301477	I:	D:
9071	9508	-	2	1.277895	I:	D:
9640	10200	-	1	1.343837	I:	D:
10204	10407	-	1	1.270147	I:	D:
10442	11734	-	2	1.286402	I:	D:
11718	12482	-	3	1.290031	I:	D:
12496	12744	-	1	1.322344	I:	D:
12955	13425	-	1	1.312050	I:	D:
13439	13981	-	2	1.283327	I:	D:
14310	14726	-	3	1.318006	I:	D:
14750	15817	-	2	1.291140	I:	D:
16080	16334	-	3	1.388253	I:	D:
16347	17084	-	3	1.359144	I:	D:
17109	17450	-	3	1.361935	I:	D:
17507	19012	-	2	1.350264	I:	D:
19371	20918	-	3	1.349915	I:	D:
20925	21869	-	3	1.324427	I:	D:
21971	23269	-	2	1.337555	I:	D:
23527	25905	+	1	1.347054	I:	D:
25961	26659	+	2	1.337957	I:	D:
26661	28079	+	3	1.339774	I:	D:
28091	28612	-	2	1.341745	I:	D:
28620	29792	-	3	1.332963	I:	D:
29789	30271	-	2	1.321807	I:	D:
30312	31331	-	3	1.344026	I:	D:
31428	33149	-	3	1.331276	I:	D:
33208	33921	-	1	1.356861	I:	D:
33918	34574	-	3	1.354433	I:	D:
34571	36502	-	2	1.346049	I:	D:
>Y8.M007_2
170	1417	-	2	1.313984	I:	D:
1584	2243	+	3	1.296284	I:	D:
2519	4684	+	2	1.327280	I:	D:
4814	5827	+	2	1.308011	I:	D:
5931	6326	+	3	1.295896	I:	D:
6326	6826	+	2	1.332431	I:	D:
6905	7105	-	2	1.283511	I:	D:
7565	9394	+	2	1.316755	I:	D:
9381	11159	+	3	1.325178	I:	D:
11203	11394	+	1	1.296456	I:	D:
11632	12501	+	1	1.328982	I:	D:
12587	14101	-	2	1.332615	I:	D:
14448	15389	+	3	1.330828	I:	D:
15408	16328	+	3	1.335723	I:	D:
16393	18030	+	1	1.303247	I:	D:
18088	21114	+	1	1.346114	I:	D:
21116	22198	+	2	1.364853	I:	D:
22238	24046	-	2	1.346503	I:	D:
24168	25703	+	3	1.316500	I:	D:
25684	27927	+	1	1.349492	I:	D:
28029	29390	+	3	1.339840	I:	D:
29395	31410	+	1	1.336595	I:	D:
31423	33738	+	1	1.329245	I:	D:
33770	34906	+	2	1.322489	I:	D:
34940	36265	+	2	1.342264	I:	D:
>Y8.M007_3
109	447	-	1	1.295176	I:	D:
473	895	-	2	1.304407	I:	D:
1182	1637	-	3	1.326233	I:	D:
1531	3048	-	1	1.329826	I:	D:
3041	4792	-	2	1.341768	I:	D:
4805	5923	-	2	1.340892	I:	D:
6093	8090	-	3	1.374042	I:	D:
>Y8.M007_4
78	647	-	3	1.343105	I:	D:
779	1234	+	2	1.350862	I:	D:
1329	2441	-	3	1.310074	I:	D:
2445	2708	-	3	1.306634	I:	D:
2899	3693	+	1	1.342297	I:	D:
3762	4787	-	3	1.341597	I:	D:
5099	5302	-	2	1.386338	I:	D:
5467	8121	-	1	1.344190	I:	D:
8118	8366	-	3	1.391625	I:	D:
8622	10370	-	3	1.287916	I:	D:
10529	10912	-	2	1.298794	I:	D:
10899	12395	-	3	1.337067	I:	D:
12388	14133	-	1	1.335418	I:	D:
14146	15306	-	1	1.363053	I:	D:
15440	17413	-	2	1.367044	I:	D:
17429	17587	+	2	1.366006	I:	D:
17657	17860	-	2	1.394970	I:	D:
17983	18630	-	1	1.303194	I:	D:
18816	19517	-	3	1.324234	I:	D:
19542	20450	-	3	1.301289	I:	D:
