>SFDN01000190.1
166	1467	-	1	1.273805	I:	D:
1518	1946	-	3	1.266659	I:	D:
1958	2650	-	2	1.286583	I:	D:
>SFDN01000191.1
1	612	+	1	1.280523	I:	D:
622	1017	+	1	1.292927	I:	D:
1029	2120	+	3	1.329281	I:	D:
2127	2594	+	3	1.296232	I:	D:
>SFDN01000192.1
186	1394	-	3	1.337926	I:	D:
1544	2650	-	2	1.317137	I:	D:
>SFDN01000053.1
1	135	+	1	1.383541	I:	D:
892	1095	-	1	1.332124	I:	D:
1724	1882	+	2	1.370249	I:	D:
2099	4930	+	2	1.315253	I:	D:
5043	5312	+	3	1.319012	I:	D:
5320	6435	+	1	1.369741	I:	D:
6443	8095	+	2	1.372644	I:	D:
8079	8993	+	3	1.363678	I:	D:
8974	9429	+	1	1.385741	I:	D:
9457	10617	-	1	1.356036	I:	D:
10671	11207	+	3	1.339920	I:	D:
11298	14033	+	3	1.343504	I:	D:
14110	14772	-	1	1.352957	I:	D:
14890	15930	-	1	1.340106	I:	D:
16516	19791	+	1	1.326393	I:	D:
19811	21313	+	2	1.334240	I:	D:
21446	23086	+	2	1.324243	I:	D:
23090	24547	+	2	1.335669	I:	D:
>SFDN01000193.1
1	807	+	1	1.334146	I:	D:
804	1649	+	3	1.335591	I:	D:
1845	2630	-	3	1.305812	I:	D:
>SFDN01000194.1
1	318	+	1	1.355234	I:	D:
338	607	+	2	1.332512	I:	D:
845	2014	+	2	1.345153	I:	D:
2014	2370	+	1	1.376896	I:	D:
>SFDN01000195.1
105	1937	-	3	1.349616	I:	D:
2183	2398	+	2	1.394255	I:	D:
>SFDN01000196.1
2	373	+	2	1.322679	I:	D:
370	741	+	1	1.411715	I:	D:
778	1470	-	1	1.321414	I:	D:
1480	2169	-	1	1.331626	I:	D:
>SFDN01000003.1
2	133	+	2	1.336685	I:	D:
769	921	-	1	1.391311	I:	D:
1083	2273	-	3	1.338544	I:	D:
2257	3429	-	1	1.343225	I:	D:
3490	4485	-	1	1.340654	I:	D:
4503	5936	-	3	1.328851	I:	D:
5999	8197	-	2	1.344714	I:	D:
8373	10562	+	3	1.331826	I:	D:
10724	11425	+	2	1.309293	I:	D:
11554	11706	+	1	1.306079	I:	D:
11739	12251	+	3	1.284798	I:	D:
12412	13227	-	1	1.319888	I:	D:
13282	14211	-	1	1.326893	I:	D:
14217	15140	-	3	1.337409	I:	D:
15262	16272	-	1	1.297441	I:	D:
16424	16864	+	2	1.311644	I:	D:
17102	18655	+	2	1.340555	I:	D:
18694	20001	+	1	1.325137	I:	D:
20159	21319	-	2	1.339534	I:	D:
21436	21858	+	1	1.325139	I:	D:
21981	23132	+	3	1.317883	I:	D:
23145	26294	+	3	1.328470	I:	D:
26284	27729	+	1	1.333938	I:	D:
27818	28069	-	2	1.293219	I:	D:
28174	28305	-	1	1.266425	I:	D:
28288	29334	+	1	1.318066	I:	D:
29355	32414	+	3	1.340712	I:	D:
32392	33690	+	1	1.335341	I:	D:
33831	34859	+	3	1.333051	I:	D:
34852	35625	+	1	1.329850	I:	D:
35654	35926	-	2	1.365055	I:	D:
35957	36199	+	2	1.333229	I:	D:
36442	39876	-	1	1.319751	I:	D:
40133	40738	-	2	1.349801	I:	D:
